,Tweet,Followers,Friends,Num_tweets,Verified,Listed_count,Location,Age,Length,Num_users,Num_author_replies,TOXICITY_x,Num_toxic_direct_replies,Num_toxic_nested_replies,Num_author_toxic_replies,Num_toxic_replies,Toxic
13797,1.43434E+18,12275,4470,35974,FALSE,39,TRUE,5,65,18,4,0.035220183,1,0,0,1,1
13798,1.44266E+18,485,257,17101,FALSE,2,TRUE,4,2,2,0,0.050573748,0,0,0,0,0
13799,1.43763E+18,508,486,97,FALSE,1,TRUE,0,3,3,0,0.23198941,0,0,0,0,0
13800,1.44018E+18,253343,1364,20667,TRUE,1688,TRUE,12,17,15,0,0.103928015,1,1,0,2,1
13801,1.43218E+18,915,863,48002,FALSE,19,TRUE,10,3,2,0,0.68408644,0,0,0,0,0
13802,1.42731E+18,332,13,43,FALSE,0,TRUE,0,3,3,0,0.3389984,0,0,0,0,0
13803,1.43684E+18,1547,1196,6956,FALSE,25,TRUE,0,11,10,1,0.06817148,0,0,0,0,0
13804,1.43358E+18,917,929,94338,FALSE,13,TRUE,1,3,2,0,0.06263174,0,0,0,0,0
13805,1.42887E+18,2851,892,208222,FALSE,55,TRUE,10,2,2,0,0.62702215,0,0,0,0,0
13806,1.44295E+18,505781,1612,7020,TRUE,3507,TRUE,12,28,23,0,0.029327808,2,0,0,2,1
13807,1.44268E+18,151,222,14750,FALSE,2,TRUE,4,2,2,0,0.03357032,0,0,0,0,0
13808,1.43074E+18,73609,32875,114619,TRUE,1427,TRUE,12,19,13,2,0.036634352,0,1,0,1,1
13809,1.44016E+18,175387,302,19200,TRUE,802,TRUE,12,2,2,0,0.04686289,0,0,0,0,0
13810,1.42811E+18,190,184,1869,FALSE,2,TRUE,0,3,2,1,0.016838523,0,0,0,0,0
13811,1.43432E+18,75,213,8314,FALSE,0,TRUE,2,5,3,1,0.10045706,0,0,0,0,0
13812,1.43106E+18,14380,2304,102291,TRUE,474,TRUE,14,2,2,0,0.017969469,0,0,0,0,0
13813,1.43143E+18,131683,86,8080,FALSE,717,TRUE,1,11,9,0,0.08004235,1,0,0,1,1
13814,1.43433E+18,21283,1273,104673,TRUE,321,TRUE,10,19,8,5,0.37576625,0,1,0,1,1
13815,1.43034E+18,82630,4722,38126,TRUE,442,TRUE,11,123,83,0,0.02779579,3,1,0,4,1
13816,1.44295E+18,780,174,21845,FALSE,15,FALSE,11,9,5,0,0.027324399,0,1,0,1,1
13817,1.43396E+18,5497,0,2167,FALSE,26,FALSE,3,2,2,0,0.11440011,0,0,0,0,0
13818,1.43682E+18,1720,451,254,FALSE,1,TRUE,0,25,20,3,0.22043827,1,0,0,1,1
13819,1.43684E+18,536,1597,52561,FALSE,10,TRUE,1,2,2,0,0.015393426,0,0,0,0,0
13820,1.4358E+18,16074,10914,167,FALSE,14,TRUE,1,6,6,0,0.20973456,0,0,0,0,0
13821,1.43681E+18,220,239,16384,FALSE,21,TRUE,6,2,2,0,0.9248995,1,0,0,1,1
13822,1.43434E+18,679,714,6221,FALSE,0,FALSE,0,3,2,1,0.11202335,0,0,0,0,0
13823,1.43795E+18,912,1109,21809,FALSE,4,FALSE,1,8,5,3,0.11305673,0,0,0,0,0
13824,1.4376E+18,235,228,1282,FALSE,0,FALSE,0,2,2,0,0.11305673,1,0,0,1,1
13825,1.43613E+18,250,320,2191,FALSE,2,TRUE,0,5,5,0,0.21241048,0,0,0,0,0
13826,1.43324E+18,9036,5351,79466,FALSE,1,FALSE,2,4,4,0,0.17198499,0,0,0,0,0
13827,1.43982E+18,317,257,2262,FALSE,0,TRUE,10,3,2,1,0.045131154,0,0,0,0,0
13828,1.43796E+18,355,495,31723,FALSE,2,TRUE,0,6,2,2,0.32182294,0,0,0,0,0
13829,1.43071E+18,12241,25,5448,FALSE,110,FALSE,11,2,2,0,0.029327808,0,0,0,0,0
13830,1.43723E+18,38,198,500,FALSE,0,TRUE,4,3,3,0,0.20126031,0,0,0,0,0
13831,1.44054E+18,34409,7,14369,FALSE,32,TRUE,11,10,10,0,0.04290464,0,0,0,0,0
13832,1.43615E+18,179,454,8387,FALSE,2,FALSE,1,8,4,2,0.43965456,1,0,0,1,1
13833,1.43495E+18,115569,5601,290868,TRUE,469,TRUE,7,6,5,0,0.10653123,0,0,0,0,0
13834,1.4358E+18,1236,1849,87719,FALSE,21,TRUE,9,3,2,1,0.1460314,0,0,0,0,0
13835,1.43104E+18,654,279,10208,FALSE,2,TRUE,3,3,2,1,0.048099842,0,0,0,0,0
13836,1.4383E+18,507,583,52312,FALSE,2,FALSE,12,2,2,0,0.021785567,0,0,0,0,0
13837,1.43433E+18,659,2,171,FALSE,3,TRUE,0,2,2,0,0.06817148,0,0,0,0,0
13838,1.43033E+18,1052,673,1996,FALSE,7,FALSE,1,3,3,0,0.85173553,1,0,0,1,1
13839,1.42733E+18,30,149,1199,FALSE,0,TRUE,7,2,2,0,0.71760553,0,0,0,0,0
13840,1.43286E+18,1174,989,3900,FALSE,0,TRUE,5,2,2,0,0.30136615,1,0,0,1,1
13841,1.42697E+18,187,482,4909,FALSE,1,FALSE,0,2,2,0,0.60254884,0,0,0,0,0
13842,1.43322E+18,10498,4813,52060,TRUE,122,TRUE,9,46,30,16,0.15711457,0,0,0,0,0
13843,1.44117E+18,524,814,19638,FALSE,15,FALSE,6,7,2,3,0.2854869,0,0,0,0,0
13844,1.44052E+18,582,495,2760,FALSE,0,FALSE,0,8,7,1,0.1798404,0,0,0,0,0
13845,1.42733E+18,86,99,2351,FALSE,1,FALSE,1,8,2,3,0.09872158,0,0,0,0,0
13846,1.43356E+18,1991,1354,11516,FALSE,62,TRUE,1,3,3,0,0.30539915,1,0,0,1,1
13847,1.43184E+18,498,1048,2544,TRUE,4,TRUE,8,2,2,0,0.03309893,0,0,0,0,0
13848,1.42811E+18,40,429,263,FALSE,1,TRUE,11,2,2,0,0.25462922,0,0,0,0,0
13849,1.44223E+18,362,356,4470,FALSE,2,TRUE,10,4,2,1,0.045873325,0,0,0,0,0
13850,1.43723E+18,2538,525,17202,FALSE,8,TRUE,9,4,2,1,0.3308965,0,0,0,0,0
13851,1.43983E+18,162,40,247,FALSE,0,TRUE,2,2,2,0,0.5716857,1,0,0,1,1
13852,1.43467E+18,1332,587,39788,FALSE,5,TRUE,0,4,4,0,0.8540474,1,0,0,1,1
13853,1.43142E+18,33,132,359,FALSE,0,FALSE,0,3,2,1,0.031684756,0,0,0,0,0
13854,1.43683E+18,295,124,11198,FALSE,5,FALSE,3,24,9,6,0.04686289,0,2,0,2,1
13855,1.43105E+18,5100,2619,88693,FALSE,121,TRUE,4,10,7,1,0.022021262,1,1,0,2,1
13856,1.43033E+18,463,182,17807,FALSE,13,TRUE,1,2,2,0,0.010367001,0,0,0,0,0
